vague_phrases,scores
"However , please note , permanently disabling cookies in your browser may hinder your use of our Website as well as other websites and interactive services .",2.4
Cookies can not be executed as code or used to deliver a virus .,1.8
Other servers can not read them and personal information can not be gathered from them .,2.0
Appropriate employee training is in place and internal procedures for periodically conducting objective reviews of compliance are in place .,2.0
We will investigate the matter and are committed to resolve any privacy concerns that you may have .,1.8
"If your inquiry has not been satisfactorily addressed and you are a visitor located in the EU , you may contact European Data Protection Authorities , elected as a Dispute Resolution in our Safe Harbor self-certification .",2.0
Our business changes constantly and our Privacy Statement may also change from time to time .,2.6
"you may provide your personal information to us via chat , email or other written correspondence , telephone calls , web based forms , or other means ;",2.6
"If you would rather not receive these mailings , please send us a request in writing at one of the addresses below asking us not to release your name to third parties .",2.6
Many of our subscribers find this a valuable and timesaving service .,3.0
"Occasionally , FP makes portions of its magazine subscription mailing list available to reputable companies and organizations whose products or services we feel may be of interest to you .",3.0
"It is possible , however , that some areas of this site will not function properly , if you do so .",3.0
This is especially likely when trying to order a product .,2.2
Other information collected on our Web site is not personally identifiable and is done so by our Web server in aggregate .,3.4
They are especially necessary when ordering a product online .,1.5
Cookies are not related to any personally identifiable information and are not used to retrieve information from your computer that was not originally sent in a cookie .,1.75
Many browsers are set to accept cookies .,2.4
You may prefer to set your browser to refuse cookies .,2.4
"This information allows us to track general patterns , such as browser and platform usage and site traffic .",2.8
"FP does not rent , sell , or otherwise make available to third parties the personally-identifiable information collected on our Web site ( other than in connection with magazine subscriptions ordered , as explained below ) without your express permission .",2.8
Personally identifiable information is collected on our Web site only when voluntarily provided by the user .,1.5
The policy below is applicable to all VirtualTourist.com sites and to VirtualTourist.com in general .,2.0
"As part of the operations of VirtualTourist.com , we gather certain types of information about VirtualTourist.com users .",2.8
It may be possible for third parties not under the control of VirtualTourist.com to intercept or access transmissions or private communications unlawfully .,3.0
"While we strive to protect your personal information , VirtualTourist.com can not ensure or warrant the security of any information you transmit to us .",1.75
Most browsers are set to accept cookies .,1.25
"If you prefer , you may set your browser to refuse cookies or to alert you when cookies are being sent .",1.0
"However , some parts of our sites , such as the members-only areas will not function properly if you choose not to accept cookies .",1.0
"Cookies allow us to measure activity on our sites and to improve your user experience by remembering your passwords and viewing preferences , and allowing you to visit various members-only parts of our sites without re-registering .",1.75
Cookies allow us to determine which areas and features of our sites are most popular by measuring user activity .,1.5
You can edit your personal information on your ? Settings ? page .,1.75
"VirtualTourist.com will not provide any personally identifying information about users under the age of 13 , regardless of its source , to any third party for any purpose whatsoever without first requesting parental permission .",1.75
"You can edit the content , provided by you , through ? Edit ? links on the corresponding pages or delete the content through ? Delete ? links on the corresponding pages .",3.0
"Under no circumstances , including but not limited to negligence , shall VirtualTourist.com be liable for any special , incidental or consequential damages that result from the use of the information or materials on VirtualTourist.com sites , even if VirtualTourist.com or an authorized representative of VirtualTourist.com , has been advised of the possibility of such damages .",2.0
"VirtualTourist.com may also share personal information with consultants and affiliates for internal business purposes and may divulge personal information if such information is subpoenaed , or if VirtualTourist.com believes that membership has been used to commit unlawful acts , or acts that may endanger the health or safety of another user or of the general public .",2.75
VirtualTourist.com shares aggregate information with third parties for advertising and promotional purposes .,2.0
"VirtualTourist.com reserves the right to , but is not obligated to , refuse or delete any content that in our sole discretion is considered inappropriate .",2.0
"Information posted to message boards , chat areas , clubs and home pages is available to the general public and becomes public information .",2.25
"These companies may use information ( not including your name , address , email address or telephone number ) about your visits to this and other Web sites in order to provide advertisements on this site and other sites about goods and services that may be of interest to you .",4.0
"In the course of serving advertisements to this site , our third-party advertiser may place or recognize a unique `` cookie '' on your browser .",2.5
VirtualTourist.com collects two types of information about users : personal information ( such as name and e-mail address ) and aggregate information ( such as information about how many users log on to our sites on a daily basis ) .,1.0
"This VirtualTourist.com Privacy Policy ( the `` Privacy Policy '' ) explains the types of information we gather , what we do with it and how you may correct or change information that VirtualTourist.com may collect .",2.0
"We use customer e-mail addresses from the registration form to inform you of the status of your Travel Page , new membership benefits and features , to let you know of urgent problems on our site , and to present special members-only opportunities to buy products and services that are appropriate to the interests of our community .",1.5
"One method of collecting aggregate information about your activities online ( such as the pages you access most frequently or the search terms you enter ) , and information volunteered by you ( such as survey or registration information ) , is by tracking Internet Protocol ( IP ) addresses .",1.0
These ads may contain cookies .,2.0
The use of any information or materials that you may access at these external sites is purely voluntary .,1.5
"We may also receive personal usage and demographic information from our third-party partners , and we also collect e-mail addresses from users who send us support mail or request technical or other help .",2.25
"These external sites may also refer to specific commercial products , processes , or services by trade name , trademark , service mark , manufacturer or otherwise .",3.0
"Such links may be to advertisers , content providers or partners who may use our logo and/or style as a result of a co-branding or application service provider agreements .",2.0
Those sites may not follow the same privacy policies as VirtualTourist.com .,1.5
"Such sites may contain information that content providers independent of VirtualTourist.com have created , maintained , published , posted or otherwise made available .",2.5
"These sites may send their own cookies to you , and may collect information and use it in a way inconsistent with VirtualTourist.com 's privacy policy .",3.0
"On registration for certain services , such as becoming a member on SuperCheats.com we ask for your preferred username , an e-mail address ( so we can contact you if needed and to confirm your registration ) , your date of birth ( so we can make sure nobody under 13 registers ) , your country where you are located ( so we know where our users are located , this helps in our server location planning and for marketing purposes ) , sex ( this helps us in our marketing and to know best which services to provide for our demographic ) , platforms you own ( helps us to know which areas of our site our users are interested in ) , and whether or not you would like to opt in to receive our newsletter .",1.8
We also use cookies on our websites and our on site advertising may contain cookies which are tracked by third parties .,2.8
A user can also unsubscribe from the sites newsletter and promotional databases by following the `` unsubscribe '' instructions given in every newsletter and promotional email .,1.0
We reserve the right to amend this privacy policy from time to time without notification to users of our sites .,2.2
This policy makes clear that there is a possibility that 'the sites ' could be sold or merge with or be acquired by another entity .,2.5
"Should this occur , you should expect that 'the sites ' would share some or all of your information with the other entity .",3.8
"We also use a third party tracking pixel which collects data such as a user 's most recent visit , the URL they came from , the URL they visit next , the browser they are using , and their IP address .",1.4
"Law enforcement , other government officials or third parties to comply with applicable law or legal process or to protect the personal safety of our users or the public , or if a user violates the sites terms of service .",2.3333333333333335
"How You Can Delete , Update or Correct Your Information the sites",1.4
Third parties with whom our partners share aggregate anonymous information .,3.0
Who Else Might See The Information We Collect,2.0
"These companies may use information ( not including your name , address email address or telephone number ) about your visits to this and other Web sites in order to provide advertisements about goods and services of interest to you .",3.6666666666666665
Their mailing address and demographic information may be required to enter contests .,2.0
We may ask users for personal information when they,2.8
Our privacy policy may change from time to time .,3.75
You may prefer to set your browser to refuse cookies .,1.75
Many browsers are set to accept cookies .,1.8
Information gathered through the use of cookies is not related to any personally identifiable details .,2.4
"It is possible , however , that some areas of the site will not function properly if you do so .",3.0
"when we have a good faith belief it is necessary to protect our rights or property , or",3.0
"We do not generally share personally identifiable information ( such as name , address , email or phone ) with other companies except in these limited circumstances :",2.8
We use third party analytical tools to help us to understand how you and other users consume the information on our website .,2.6
"May include Facebook , Twitter , Google Plus , PSN , Xbox Live or Steam )",2.2
"This data is entirely anonymous , we do not store or use any personally identifiable data about you during this process .",2.2
Most of these tools use JavaScript to log page views and other such statistical information about your visit to the site .,2.6
"The following types of personal data , may be stored by us if you choose to sign-up to the website or connect via Facebook :",2.2
"At any point you may request a copy of the personal data we stored about you , you may also request for such data to be entirely removed from our database by contacting us .",2.0
"Please do not post any personal information in any public forum of Change.org which you expect to remain private , including , but not limited to , any Personal Information and/or Campaign Activity Information .",2.0
We also reserve the right to collect any data about you which is publicly available ; this data may be obtained by us or by a 3rd party engaged by us to collect such information .,2.8
"We may additionally track data ( including data which has been marked by the user as Deleted ) relating to your behaviour on the website , including , but not limited to , creating a campaign , signing a campaign , your general geographic region and/or your organisation affiliations ( your Campaign Activity Information ) .",2.5
"We make good faith efforts to store all collected data in a secure operating environment that is not available to the public , although we can not guarantee complete security .",2.2
"We do NOT collect sensitive information from our users ( including , but not limited , to personal information specifying medical or health conditions , racial or ethnic origin , political opinions , religious or philosophical beliefs , trade union membership or information specifying the sex life of the individual ) ; however , a visitor to the website may be able to ascertain such sensitive information by the data which you choose to display on the Company 's website ( s ) .",2.2
"If applicable , we may also pre-populate the telephone number field for your convenience ; and ( 2 ) You wo n't be hearing from Change.org via telephone unless you start a petition and the Company needs to contact you regarding petition issues or to potentially provide support to your campaign .",3.0
"In the event that the Company is involved in a bankruptcy , merger , acquisition , reorganisation or sale of assets , your information may be sold or transferred as part of that transaction .",2.6
"In addition , we may utilise your Campaign Activity Information for internal purposes to help us personalise the experience for each user and to operate , maintain and improve the features and functionality of our website .",2.6
"Please note that if you choose to make some of your Campaign Activity Information public ( such as publicly displaying your signature to a petition or making a comment in a public forum ) , 3rd parties will have access to such information .",2.2
"Notwithstanding anything to the contrary set forth herein , the Company : ( 1 ) may disclose information about its users if required to do so by law or in the good faith belief that such disclosure is reasonably necessary to respond to subpoenas , court orders , or other legal process ; and ( 2 ) may also disclose information about its users to law enforcement officers or others , in the good faith belief that such disclosure is reasonably necessary to : ( a ) enforce our Terms of Service ; ( b ) respond to claims that any posting or other content violates the rights of third-parties ; ( c ) or protect the rights , property , or personal safety of the Company , its users or the general public .",4.0
"We disclaim all responsibility for compliance with the privacy policies of those third party websites , and strongly urge all users to review such privacy policies .",2.5
"Postings made on our website may include links to third party websites , and such websites will have different privacy policies than those set forth herein .",2.5
"If you set your profile to public , anyone can view it and your profile may be indexed by internet search engines ; both of these may be changed following the directions provided above .",2.0
How we may use your data,2.4
You have complete control over who may see your profile .,1.0
"You can remove or block cookies using the settings in your browser , but in some cases , this may impact your ability to use Change.org .",2.0
"We use cookies to make Change.org better and easier to use ; to provide you with a more personalised experience ; and to protect you , others , and Change.org from malicious activity .",2.4
"We do not use cookies to create a profile of your browsing behaviour on third-party sites , although we may use anonymous or aggregate data to track overall usage of Change.org .",2.2
"Notwithstanding the foregoing the Company maintains the right at all times to contact its members for business related purposes ( some examples include , but are not limited to : ( i ) if a user requests a new password , ( ii ) if the Company chooses to alert its users about an update to this Privacy Policy or its Terms of Service , or ( iii ) in response to an action taken by you using the Company 's products and/or services , such as signing a petition or updating your profile ) .",2.4
"Most companies on the web use cookies to enable special features or to provide you with a better , faster , or safer experience .",3.0
"Change.org , Inc. ( the Company , we or us ) has established this privacy policy to explain to you how your information is protected , collected and used , which may be updated by us from time to time .",2.4
"Affiliated third parties ( for example , our database administrators ) for the sole purpose of helping us do our work .",2.5
We may share your Personal Information with the following third parties :,5.0
"If you sign a petition , please be advised that , even if you uncheck the box Display my signature publicly , your Personal Information may be delivered to the intended recipient of such campaign and/or the creator of such campaign either electronically or in writing ; the Company does not in any manner monitor or attempt to verify the intended recipients of any campaign and/or the creator of any campaign and disclaims all liability regarding the accuracy of the intended recipient ( s ) of all campaigns and/or creator ( s ) of all campaigns .",3.5
"If you would like to receive direct communication from the organisations you support , you may choose to have us pass your Personal Information to such organisations ; please note that whenever you choose to have us pass such Personal Information to an organisation , we will additionally inform the organisation of the source campaign where you made this election .",3.5
"Please also be advised that the default settings for many of our campaigns assume that you wish to receive communications from the organisations you support ; if you do not wish to receive such communications , please uncheck the box Keep me updated by [ name of organisation ] ( or other language of a similar nature ) before signing such campaign .",2.5
"In addition , please understand that such data may be stored on servers located in the United States .",1.6
"By visiting our web site and providing us with data , you acknowledge and agree that due to the international dimension of Change.org , we may use the data collected in the course of our relationship for the purposes identified in this policy or in our other communications with you , including the transmission of information outside your resident jurisdiction .",2.8
Search engines and other websites unaffiliated with the Company may archive or otherwise make available information publicly displayed on our website .,2.6
"The Company has further committed to cooperate with the appropriate regulatory authorities , including local data protection authorities , to resolve any complaints regarding the transfer of personal data that can not be resolved between the Company and an individual .",2.4
Your Personal Information ( defined below ) is not shared with any third parties without your consent except as noted below .,1.8
Many Census Bureau Internet documents are in ASCII or HTML formats .,1.6
"Currently , many people using screen reading devices can not read documents in PDF format , specifically those that were created from a scanned hard copy .",2.0
"Adobe Systems , Inc. is producing various products designed to make Adobe Acrobat documents accessible to persons using screen reading software .",1.2
"When you send us personally identifiable information , we only use the information we need in order to gather the information you request or to process your response to a survey or census .",2.6
The logs may be kept indefinitely and used at any time and in any way necessary to prevent a security breach and to ensure the integrity of the data on our servers .,3.0
Transient cookies are used to keep track of user selections so that new requests for specific data or maps can be created more efficiently .,1.6
No personally identifiable information is permanently retained on either the users or the Census Bureau 's computers .,2.0
"This technology is the same as Tier 2 , but ties a tracking mechanism to the user 's personally identifiable information .",2.0
"Further , websites that are known to violate Census Bureau , Department of Commerce , and/or Federal guidelines regarding access to certain types of websites and/or content are blocked , for example :",2.4
Security & Third Party Links,2.0
These surveys and/or feedback forms do not collect personally identifiable information .,2.0
"Some may allow visitors to log in , create profiles and save information in those profiles .",3.0
"We may collect non-identifying information , such as city , state , and zip code of visitors to these web sites for statistical , research , and promotional purposes only .",2.0
We do not collect any personally identifiable information about you through your use of these social media/Web 2.0 platforms .,2.0
"We do not collect personally identifiable information ( name , address , e-mail address , social security number , or other unique identifiers ) on our websites unless we specifically advise you that we are doing so .",1.4
Third Party Websites & Applications,1.6
Tier 2 - Multi Session without Personally Identifiable Information,1.5
"These technologies are commonly known as `` cookies , '' and may include the use of persistent cookies and other web measurement and customization technologies .",3.0
"This technology notices when a user returns to a website and remembers his or her online interactions and preferences across multiple sessions , typically for the purpose of web analytics , but also for customizing people 's online experience .",1.5
Tier 3 - Multi Session with Personally Identifiable Information,1.6
This policy is updated when appropriate technology improvements are adopted by the Census Bureau .,2.0
Your rights under the Privacy Act : Information concerning the Privacy Act can be found at the Department of Justice website .,1.0
"Questions and comments are only retained if required by law , or for a specific program need , as specified by the National Archives and Records Administration 's General Records Schedule ( GRS ) 20 , Electronic Records or other approved records schedule as applicable .",2.6
"We use Hypertext Markup Language ( HTML ) to create pages that are generally accessible to persons using screen reading devices , and we are careful in our construction of HTML documents to ensure maximum accessibility .",1.8
The following also applies to personally identifiable information provided in response to a Census Bureau survey or census .,1.6
"In response to a survey or census via the Internet , you may have to provide us personally identifiable information .",2.2
"When responding to surveys over the Internet that collect personally identifiable information , Tier 2 technology is used .",2.2
We do not control how third parties use Cookies or Web Beacons or how they manage the Non-Personal Information they gather through the use of these technologies on the WebMD Web Sites .,2.75
Their advertisements may be displayed on the WebMD Web Sites or on other sites that you visit after you visit the WebMD Web Sites .,2.75
"Some advertisers use companies other than WebMD to serve their ads and to monitor users ' responses to ads , and these companies ( `` Ad Servers '' ) may also collect Non-Personal Information through the use of Cookies or Web Beacons on the WebMD Web Sites .",4.25
We work with third parties to display advertising that reflects the interests and preferences of our user community .,2.0
"Sponsors or advertisers on the WebMD Web Sites may use their own Cookies , Web Beacons or other online tracking technologies in the banner advertisements served on the WebMD Web Sites and in emails , special promotions or newsletters we send you .",2.75
Non-Personal Information Collected by Third Parties Not Acting on WebMD 's Behalf,1.8
They have promised us they will not link any Non-Personal Information collected by them on the WebMD Web Sites to Personal Information they or others collect in other ways or from other sites except as may be described in connection with a particular program .,4.25
"Some of our tools ( such as certain quizzes or calculators ) do not retain your Personal Information , while others ( such as Ovulation/Pregnancy Calendar ) store your Personal Information in accordance with this Privacy Policy and the authorization you provide at the time you submit Personal Information in order to use the tool .",2.2
Access to some WebMD interactive tools and services may be limited to users who have registered .,2.8
"Some of our interactive tools and services may request you to submit health information , which would also be considered Personal Information .",2.8
"`` Personal Information '' means information that we can use to identify or contact you , such as your name , address , telephone number or email address .",1.2
"WebMD may share information among its subsidiaries or web sites that it owns or controls , but information collected under this Privacy Policy is always protected under the terms of this Privacy Policy .",2.8
"If you choose to register or update an existing member profile with WebMD or access certain functionality on the WebMD Web Sites , you may be required to submit Personal Information .",2.8
"Despite WebMD 's efforts to protect your Personal Information , there is always some risk that an unauthorized third party may find a way around our security systems or that transmissions of your information over the Internet may be intercepted .",3.2
"At any time you can remove your Personal Information or instruct us to remove it , but you should be aware that it is not technologically possible to remove each and every record of the information you have provided to WebMD from our servers .",3.0
"We will also retain your Personal Information as necessary to comply with legal obligations , resolve disputes and enforce our agreements .",2.4
"TRUSTe 's mission , as an independent third party , is to accelerate online trust among consumers and organizations globally through its leading privacy trustmark and innovative trust solutions .",1.0
If you are not satisfied with our response you can contact TRUSTe here .,1.0
"If you mistakenly post Personal Information in our Community areas and would like it removed , you can send us an email to request that we remove it by using the Contact Us link on every page of the WebMD Web Sites .",1.8
"As with any public forum on any site , the information you post may also show up in third-party search engines .",3.0
"In some cases , we may not be able to remove your Personal Information .",3.0
`` Non-Personal Information '' means information that we can not use to identify or contact you .,1.4
"While you may use some of the functionality of WebMD without registration , many of the specific tools and services on the WebMD Web Sites require that you register with WebMD .",2.2
We may also acquire Non-Personal Information about our users from external sources .,3.0
You can also contact WebMD 's Privacy Office at :,1.0
We may use information we collect about you to :,2.8
"statistically analyze user behavior and activity including how frequently areas of the site are visited and how many emails are received and opened ,",1.4
Third parties may also use Non-Personal Information in order to display advertising that reflects the interests and preferences of our user community .,3.6
You can withdraw your consent ( opt-out ) for the use of `` location '' by WebMD at any time by changing your location services in the `` Settings '' function on your mobile device .,1.2
"Most browser software can be set to reject Cookies , and you can opt out of Cookies for several Ad Servers by visiting the Network Advertising Initiative gateway opt-out site .",1.6
"WebMD.com , MedicineNet.com , and eMedicineHealth.com comply with the HONcode standard for trustworthy health information , which can be verified here .",1.8
"Effective Date : May 06 , 2013",1.0
"When you enter Personal Information ( including personal health information in various tools on our website ) , we encrypt the transmission of that information or use SSL connections ( Secure Socket Layer ) technology .",2.0
"A parent or guardian , however , may use WebMD Health Manager to establish a personal health record and a WebMD Health Manager home page for a minor .",1.75
How and with whom we may share the information we have about you,2.4
"The Personal Information you submit in a survey may be used by WebMD for research and measurement purposes , as described below , including to measure the effectiveness of content , advertising or programs .",3.4
"WebMD may combine Personal and Non-Personal Information collected by WebMD about you , and may combine this information with information from external sources .",2.8
These Cookies are used to determine whether you have seen certain content or advertising so that we may request your opinions .,2.4
We may also use Cookies to authenticate respondents or to help you pick up where you left off in a survey .,2.0
If you have Cookies disabled you may not be able to participate in some surveys .,2.0
"Information that WebMD collects about you may be combined by WebMD with other information available to WebMD through third parties for research and measurement purposes , including measuring the effectiveness of content , advertising or programs .",3.2
"We may only release Personal Information to third parties : ( 1 ) to comply with legal requirements such as a law , regulation , search warrant , subpoena or court order ; or ( 2 ) in special cases , such as in response to a physical threat to you or others , to protect property or defend or assert legal rights .",2.2
"In addition , we may disclose Personal Information as described below .",2.6
"We may report aggregate information , which is not able to be identified back to an individual user of the WebMD Web Sites , to our current or prospective advertisers and other business partners .",2.4
"This information from other sources may include age , gender , demographic , geographic , personal interests , product purchase activity or other information .",2.6
"We do not sell or share any Personal Information with any third parties , except contractors performing services on our behalf who agree not to use this information received from us for any purpose other than performing services on our behalf .",2.4
WebMD features several community areas and other public forums where users with similar interests or medical conditions can share information and support one another or where users can post questions for experts to answer .,2.0
"What you post can be seen , disclosed to or collected by third parties and may be used by others in ways we can not control or predict , including to contact you for unauthorized purposes .",3.4
"When participating in a survey , we may ask you to enter Personal Information .",3.2
"From time to time , WebMD may conduct online research surveys through email invitations , pop-up surveys and online focus groups .",2.8
You can unsubscribe from a newsletter by :,1.0
"When you sign up for our email newsletters on the WebMD Web Sites or at any time , you can choose to opt out of receiving additional promotional newsletters from WebMD or our Sponsors .",1.6
Our ad network vendors use technologies to collect non-personally identifiable information about your activities on our web sites to provide you cookie-based targeted advertising based upon your browsing activity and your interests .,2.0
"If you reject our Cookies , certain of the functions and conveniences of the WebMD Web Sites may not work properly but you do not have to accept our Cookies in order to productively use the WebMD Web Sites .",2.2
Certain Ad Servers allow you to prevent them from collecting data through the use of Cookies .,2.2
We work with third party ad networks to display advertising on our Sites .,1.6
You can find additional information and resources about how to opt out of advertising and related Cookies by visiting the World Privacy Forum 's Site .,1.2
Because some of the content on our Mobile Device Apps direct your mobile device to our website you will be exposed to the cookies that we use and to third party cookies that may be contained in advertisements that we do not control and will be unable to delete any of these cookies with your mobile device .,2.6
Therefore the random number can not be removed through settings .,1.0
"This number can not be used to identify you personally , and we can not identify you personally unless you choose to become a registered user of the App .",1.2
"If you decide that you would prefer not to receive personalized email or secure electronic messages from the WebMD Health Manager tool , you may `` Opt-out '' of the service by clicking on the settings tab on your Health Manager home page and changing your email preference or following the unsubscribe instructions included in each promotional email .",1.25
You should be aware that it is not technologically possible to remove each and every record of the information you have provided to the WebMD Web Sites from our servers .,2.25
You can also update any Personal Information you have submitted by contacting us using the contact information listed below .,2.0
"You can correct , update or review Personal Information you have previously submitted by going back to the specific tool or application , logging-in and making the desired change .",2.25
"We may collect `` Personal Information '' about you such as your name , address , telephone number , email address or health information in the following ways :",2.4
"When you use certain interactive tools and services ( e.g. , the Ovulation/Pregnancy Calendar or Symptom Checker ) ;",1.8
Most browsers offer instructions on how to reset the browser to reject Cookies in the `` Help '' section of the toolbar .,2.2
Most browser software can be set to reject Cookies .,2.2
WebMD does not endorse and is not responsible for the privacy practices of these Third Party Web Sites .,2.0
You should review the privacy policy posted on the other web site to understand how that Third Party Web Site collects and uses your Personal Information .,1.8
"Certain content , services and advertisements offered to you through the WebMD Web Sites are served on , or contain links to , web sites hosted and operated by a company other than WebMD ( `` Third Party Web Sites '' ) .",2.4
"WebMD does not disclose your Personal Information to these Third Party Web Sites without your consent , but you should be aware that any information you disclose to the other web sites once you access these other web sites is not subject to this Privacy Policy .",2.8
Disclosures to Third Party Web Sites,2.4
WebMD contractors sometimes have limited access to your Personal and Non-Personal Information in the course of providing products or services to WebMD .,2.6
"WebMD makes an effort to make it obvious to you when you leave our website and enter a Third Party Web Site , either by requiring you to click on a link or by notifying you on the site before you visit the third party site .",2.4
"Please bear in mind that TRUSTe 's Watchdog service and certification is for the WebMD.com , MedicineNet.com , and the WebMD Health Manager sites and does not cover information that may be collected through other WebMD websites , mobile applications or mobile websites .",2.0
"At registration and at various times as you use the WebMD Web Sites , you will be given the option of providing us with Personal Information in order to receive recurring informational/promotional newsletters such as a newsletter relating to a specific health condition via email from WebMD and/or directly from third parties .",2.0
From time to time WebMD makes subscriptions to our newsletters available on third party websites .,3.0
"However , WebMD does not allow any third parties to place beacons or cookies or to gather any data about you in connection with your use of the WebMD Health Manager .",1.6
If you sign up for one of our newsletters on a third party site the site will provide us with your Personal Information such as your email address and we may use that information as described in this Privacy Policy as though you had provided it directly to WebMD .,3.2
"In the WebMD Health Community , you can also click the `` Watch This Discussion '' link in any Health Community posting , and WebMD will send you an email summary of each day 's postings in that Community .",1.2
"We may combine Personal and Non-Personal Information collected by WebMD about you , and may combine this information with information from external sources .",3.4
WebMD does not make your Personal Information available to third parties for their marketing purposes .,2.0
"You may correct , update or review Personal Information you have submitted through registration , tools and applications by signing in and updating your registration information .",2.0
"We may collect `` Non-Personal Information '' information that can not be used to identify you via Cookies , Web Beacons , WebMD mobile device applications and from external sources , even if you have not registered with or provided any Personal Information to WebMD .",3.0
You can click on the Ad Choices logo at the bottom of every page of the WebMD web sites to stop tailored advertising from WebMD .,2.0
"If you would like to stop this tailored advertising from WebMD , you can manage these advertisements through the choices in that window .",1.4
"In special cases , such as in response to a physical threat to you or others .",2.6
You can also contact WebMD 's Privacy Office at :,1.0
"`` Web Beacons '' are graphic image files imbedded in a web page typically used to monitor activity on a web page and send back to its home server ( which can belong to the host site , a network advertiser or some other third party ) information from your browser , such as the IP address , the URL of the page on which the beacon is located , the type browser that is accessing the site and the ID number of any Cookies on your computer previously placed by that server .",2.4
"Third parties under contract with WebMD may use Cookies or Web Beacons to collect Non-Personal Information about your usage of the WebMD Web Sites , including which health topics you have viewed .",2.4
"These third party advertising service providers may use this information , on our behalf , to help WebMD deliver advertising on the WebMD Web Sites as well as on other sites on the Internet based on your browsing activity on our sites .",3.0
WebMD may further tailor the advertising on these third party sites based on additional Non-Personal Information to the extent known by WebMD or these third parties .,2.6
"This information , together with similar information from other users , helps us learn things like what kinds of customers our website attracts , which of our products and applications most interest our customers , and what kinds of offers our customers like to see ( called website analytics ) .",2.0
"If your browser is set up to reject application session cookies , some applications on our website will not work .",2.5
But please note that a deleted cookie will often be replaced the next time you visit the website that put it there .,2.0
Because the cookie may contain or refer to some of your personal information we recommend you do not register for our website from a publicly available computer .,3.25
"Some pages of our website have web beacons - or 'tags ' - coded into them , and when you visit those pages , register or enter into certain transactions , the Website Analytic cookie will record that you have done so .",2.75
We will keep other information about you if it is necessary for us to do so to comply with the law or to protect our own or other persons ' interests .,2.8
You can also use this profile page to change or delete this information including the consents you have given us ( please see the section below headed Important information about opting-in and opting-out ) and we encourage you to do so in order to ensure that the information we hold about you is up-to-date .,2.2
You can see the information you have provided to us through the website by accessing the Edit Your Profile page .,2.0
We will keep your contact details for marketing purposes for as long as we have your consent for : ( i ) us to send you marketing information about our products and services by you not opting-out of receiving this marketing information ; and/or ( ii ) third parties to provide you with information about products and services that may be of interest to by you opting-in to receiving this marketing information .,1.8
We will keep your information that is necessary for us to provide you with a service you have requested or purchased for as long as it takes us to provide you with that service .,2.2
This is so that we can respond to any complaints or disputes that arise in that period .,1.2
Here you can select the option for deregistration where you can cancel your registration with us .,2.2
You can be deleted from the website 's databases by accessing the option for 'My profile ' once you have logged on to the website .,2.0
This will not delete your information that : ( i ) was not collected through the website and which is held on other Royal Mail databases ; ( ii ) that which we need to continue to hold for the purposes specified above under the heading 'How long do we keep your information ' ; or ( iii ) is on third party databases .,2.4
"You can request details of all the information Royal Mail holds about you , including on the website 's databases , by contacting the Information Rights Team at Royal Mail .",1.2
"You can allow us to provide you with information about products and services that we , or third parties we have carefully selected , believe will be of interest to you .",1.8
This allows us to personalise the applications for you by serving you with content you are likely to be interested in based on your previous use of our website .,1.2
Do n't tell anyone your password or write it down .,1.2
We recommend that you change your password from time to time .,1.4
"If you are concerned that somebody else knows your password , you can change it on our website by going to the Edit Your Profile page .",1.2
If you are not happy with the way in which your personal information is being handled by any Royal Mail group company you can complain to the Information Commissioner at the following address :,2.0
"If you call any of our customer service telephone numbers , or use any of our 'Phone me ' services , we may record your call .",1.8
"Please be aware that we will take all steps that are reasonably necessary to ensure that your information is treated securely and in accordance with this privacy policy even when your information is processed in , transferred to , and/or stored at , a destination outside of the EEA .",2.0
"However , the information that we collect about you may be processed in , transferred to , and/or stored at , a destination outside of the European Economic Area ( EEA ) where privacy laws may not provide the same level of protection as within the EEA .",2.0
Generally we will store and process your information within the UK .,2.2
In the event that we sell or buy any business or assets and if this happens we may disclose your information to the potential seller or buyer of such business or assets .,2.8
We will only deal with third parties that we trust to act in our customers ' best interests and who treat our customers ' information with the same stringent controls that we apply ourselves .,1.4
We will only retain information for as long as is necessary for such purposes .,2.2
We may collect the following types of information about you :,2.6
"Application session cookies When you register for or use certain applications , such as Postcode Finder .",2.0
"There is a lot that you can do to help keep your information safe - not just on our website , but whenever you provide information online .",2.2
Here are some simple ways you can improve the security of your information .,1.6
How you can help keep your information secure online,2.0
"Your name , your email address and other contact details that you provide to us from time to time .",2.6
